stress_label,emotion_labels,dominant_emotion,recommendation_text
low,"fondness, reflection",fondness,"Think about what helps you feel safe and connected, and make space for more of it."
low,"fondness, patience",fondness,"Let relationships and tasks unfold at an unhurried pace today."
low,"fondness, contentment",fondness,"Small moments of closeness or comfort are enough; let that be the focus."
low,"fondness, relief",fondness,"Use this gentle emotional ease to settle your mind and support your energy."
low,"poise, calm",poise,"Carry yourself through the day with simplicity and avoid creating urgency where none is needed."
low,"poise, confidence",poise,"Trust your ability to stay balanced and focus on one practical outcome."
low,"poise, patience",poise,"Let composure shape your responses and keep your attention on what is truly important."
low,"poise, balance",poise,"Maintain your center by limiting distractions and preserving time for rest."
low,"poise, clarity",poise,"Use this steady state to make a clean plan and follow it without overthinking."
low,"poise, trust",poise,"A calm, measured pace will help you more than trying to optimize every detail."
low,"poise, reflection",poise,"Take a little time to review your priorities and then move with confidence."
low,"poise, appreciation",poise,"Notice what is supporting your balance and keep those conditions in place."
low,"poise, steadiness",poise,"Stay grounded in routine and let your day remain modest and sustainable."
low,"poise, ease",poise,"Protect your stability by choosing fewer obligations and more intentional actions."
medium,"uneasiness, worry",uneasiness,"Slow your thoughts down and focus on one fact-based step instead of chasing every concern."
medium,"uneasiness, tension",uneasiness,"A small pause will help here; breathe, reset, and return to the issue more simply."
medium,"uneasiness, self_doubt",uneasiness,"Do not let uncertainty expand into harsh self-judgment; keep your task small and clear."
medium,"uneasiness, confusion",uneasiness,"Write down what feels unsettled and sort it into what needs action versus what needs patience."
medium,"uneasiness, fatigue",uneasiness,"Protect your energy and do not force major decisions if your mind already feels strained."
medium,"uneasiness, sadness",uneasiness,"Be gentle with yourself and choose one comforting, stabilizing activity before doing more."
medium,"uneasiness, frustration",uneasiness,"If your nerves feel on edge, reduce stimulation and lower your expectations for today."
medium,"uneasiness, insecurity",uneasiness,"Return to what you know is true and avoid filling in gaps with fearful assumptions."
medium,"uneasiness, overwhelm",uneasiness,"Shrink the day to the next two manageable steps and leave the rest for later."
medium,"uneasiness, apprehension",uneasiness,"Approach the situation carefully, but do not let anticipation steal all of your present energy."
medium,"apprehension, anxiety",apprehension,"Name what you are anticipating and prepare for only the part you can actually influence."
medium,"apprehension, fear",apprehension,"Keep your focus on the present task and avoid rehearsing negative outcomes repeatedly."
medium,"apprehension, tension",apprehension,"Your body may be carrying the stress first, so use breath and movement to soften it."
medium,"apprehension, confusion",apprehension,"Do not rush clarity; gather information and let your next step be small and deliberate."
medium,"apprehension, self_doubt",apprehension,"Be careful not to confuse nervousness with incapability; do one thing you can complete."
medium,"apprehension, fatigue",apprehension,"Rest can improve perspective, so pause before deciding the situation is worse than it is."
medium,"apprehension, sadness",apprehension,"Give yourself comfort and structure while moving slowly toward what needs attention."
medium,"apprehension, frustration",apprehension,"Reduce the pressure to perform perfectly and focus on being prepared enough."
medium,"apprehension, worry",apprehension,"Set a time limit for thinking about the concern and then return to your day."
medium,"apprehension, insecurity",apprehension,"Anchor yourself in a few steady facts and let them guide your response."
medium,"sensitivity, hurt",sensitivity,"If things feel emotionally sharp today, protect your energy and avoid unnecessary conflict."
medium,"sensitivity, sadness",sensitivity,"Offer yourself gentleness and choose surroundings that feel emotionally safe."
medium,"sensitivity, anxiety",sensitivity,"Notice that overstimulation may be making everything hit harder, so slow the day down."
medium,"sensitivity, confusion",sensitivity,"Before reacting, ask what specifically hurt you and what response would actually help."
medium,"sensitivity, insecurity",sensitivity,"Remind yourself that feeling tender does not mean you are weak or failing."
medium,"sensitivity, fatigue",sensitivity,"Lower demands and rest if possible, because exhaustion can amplify emotional intensity."
medium,"sensitivity, worry",sensitivity,"Step back from overinterpreting tones and signals, and return to what is clearly true."
medium,"sensitivity, frustration",sensitivity,"Give yourself more space before conversations so you are not responding from raw emotion."
medium,"sensitivity, loneliness",sensitivity,"Seek out one reliable source of comfort rather than trying to hold everything alone."
medium,"sensitivity, overwhelm",sensitivity,"Reduce sensory and emotional input for a while and let your system settle."
medium,"regret, sadness",regret,"Acknowledge what you wish had gone differently, then choose one realistic repair or learning step."
medium,"regret, guilt",regret,"Let the feeling guide responsibility, not endless self-punishment."
medium,"regret, anxiety",regret,"Do not replay the moment over and over; focus on what can still be changed now."
medium,"regret, self_doubt",regret,"One decision does not define your worth, so speak to yourself with more fairness."
medium,"regret, confusion",regret,"Write down what happened, what you learned, and what you want to do differently next time."
medium,"regret, fatigue",regret,"Tiredness can make regret heavier, so rest before drawing conclusions about yourself."
medium,"regret, frustration",regret,"Move from rumination to action by identifying one small correction or follow-up."
medium,"regret, worry",regret,"If your mind keeps circling, set the issue down briefly and come back with clearer perspective."
medium,"regret, loneliness",regret,"Talk it through with someone you trust instead of carrying it silently."
medium,"regret, embarrassment",regret,"Be human about it; discomfort can teach you without becoming your whole identity."
medium,"envy, insecurity",envy,"Notice what comparison is pointing to, then turn that into a personal goal instead of self-criticism."
medium,"envy, sadness",envy,"Step away from triggers for comparison and focus on one thing you want to build in your own life."
medium,"envy, frustration",envy,"Use the feeling as information about your unmet needs rather than proof that you are behind."
medium,"envy, self_doubt",envy,"Comparison can distort perspective, so return to your own timeline and current strengths."
medium,"envy, anxiety",envy,"Limit exposure to what intensifies the feeling and ground yourself in what is already real and good."
medium,"envy, guilt",envy,"Do not shame yourself for the emotion; simply ask what desire or lack it is revealing."
medium,"envy, confusion",envy,"Sort out whether you want what the other person has or just what it represents to you."
medium,"envy, fatigue",envy,"Protect your mind from endless comparison loops and let rest interrupt the cycle."
medium,"envy, disappointment",envy,"Channel the discomfort into one practical improvement that belongs to your path."
medium,"envy, worry",envy,"Remember that someone else’s progress does not cancel your own possibilities."
medium,"pressure, anxiety",pressure,"Reduce the standard you are holding yourself to and focus on what is necessary, not ideal."
medium,"pressure, overwhelm",pressure,"Trim your list sharply and complete one task before thinking about the rest."
medium,"pressure, frustration",pressure,"Stop measuring your value by output and give yourself a more humane pace."
medium,"pressure, self_doubt",pressure,"Choose one clear goal for today and ignore the urge to prove everything at once."
medium,"pressure, fatigue",pressure,"High demands plus low energy is a difficult mix, so rest enough to think more clearly."
medium,"pressure, confusion",pressure,"If expectations feel tangled, clarify what truly has to be done and what can wait."
medium,"pressure, sadness",pressure,"Support yourself emotionally while you lower the load; you do not have to carry it all at full force."
medium,"pressure, worry",pressure,"Replace urgency with sequence: first this, then that, and not everything now."
medium,"pressure, irritability",pressure,"Step back before reacting to others because internal pressure may be spilling outward."
medium,"pressure, discouragement",pressure,"A smaller plan is still a valid plan, especially on a stressful day."
high,"foreboding, fear",foreboding,"Stay close to what is real and immediate, and do not let imagined outcomes run the whole day."
high,"foreboding, anxiety",foreboding,"When something feels ominous, ground yourself first and seek facts before reacting."
high,"foreboding, overwhelm",foreboding,"Reduce your exposure to extra stressors and ask someone supportive to help you sort what matters."
high,"foreboding, confusion",foreboding,"Do not make big decisions from a heavy anticipatory mood; wait until you feel more anchored."
high,"foreboding, sadness",foreboding,"Keep near comforting routines and let another person know the stress feels unusually intense."
high,"foreboding, helplessness",foreboding,"If the feeling is growing, reach out now rather than trying to contain it alone."
high,"foreboding, dread",foreboding,"Shrink your focus to the next hour and let support take priority over performance."
high,"foreboding, panic",foreboding,"If your fear is accelerating, use grounding and contact someone immediately."
high,"foreboding, guilt",foreboding,"Stress can turn uncertainty into self-blame, so avoid harsh conclusions and seek perspective."
high,"foreboding, fatigue",foreboding,"Exhaustion can darken everything, so rest and support are essential before analysis."
high,"humiliation, shame",humiliation,"Step away from isolation and remind yourself that painful moments do not erase your humanity."
high,"humiliation, anger",humiliation,"Let the immediate heat pass before responding so your hurt does not turn into destructive action."
high,"humiliation, sadness",humiliation,"Be especially gentle with yourself and choose one person who feels safe to talk to."
high,"humiliation, anxiety",humiliation,"Do not assume everyone is replaying the event; return to the facts and reduce social pressure."
high,"humiliation, panic",humiliation,"If the feeling becomes unbearable, seek immediate support rather than withdrawing further."
high,"humiliation, self_doubt",humiliation,"Separate what happened from broad judgments about your worth or future."
high,"humiliation, confusion",humiliation,"Write down the event plainly and avoid letting emotion expand it into a total self-story."
high,"humiliation, loneliness",humiliation,"Choose connection over hiding, even if it starts with one brief honest message."
high,"humiliation, helplessness",humiliation,"You do not need to carry this alone; ask someone to help you regain perspective."
high,"humiliation, despair",humiliation,"If the emotional pain feels too intense to manage safely, seek urgent human support."
high,"desperation, anxiety",desperation,"Pause and focus on stabilizing your body before trying to solve the whole crisis."
high,"desperation, fear",desperation,"If everything feels urgent, choose only the next safe and practical step."
high,"desperation, confusion",desperation,"Ask for help now; desperation narrows perspective and support can widen your options."
high,"desperation, helplessness",desperation,"Tell someone directly that you feel overwhelmed and need immediate assistance."
high,"desperation, sadness",desperation,"Do not isolate under this level of pressure; connection is a stabilizing resource."
high,"desperation, panic",desperation,"Ground first, seek support second, and postpone major decisions until the intensity lowers."
high,"desperation, anger",desperation,"Step away from conflict and create distance from any trigger before reacting further."
high,"desperation, guilt",desperation,"Your mind may be turning pressure into self-attack, so get another person involved now."
high,"desperation, overwhelm",desperation,"Simplify the moment completely and focus only on safety, support, and the next action."
high,"desperation, hopelessness",desperation,"If the feeling is becoming unbearable, contact urgent professional or crisis support."
high,"disillusionment, sadness",disillusionment,"Let yourself acknowledge the disappointment without deciding that everything is ruined."
high,"disillusionment, anger",disillusionment,"Strong letdown can harden into bitterness, so slow down and process before acting."
high,"disillusionment, fatigue",disillusionment,"Do not force meaning or motivation right now; rest and reduce pressure first."
high,"disillusionment, anxiety",disillusionment,"When expectations collapse, return to what is still true, doable, and supportive."
high,"disillusionment, confusion",disillusionment,"Sort what changed, what remains, and what you need from this point forward."
high,"disillusionment, loneliness",disillusionment,"Share your disappointment with someone safe so it does not deepen in isolation."
high,"disillusionment, helplessness",disillusionment,"Ask for perspective if your loss of trust is making everything feel pointless."
high,"disillusionment, worry",disillusionment,"Keep your focus narrow and practical rather than projecting this pain onto the whole future."
high,"disillusionment, guilt",disillusionment,"Be careful not to turn disappointment into unfair blame toward yourself."
high,"disillusionment, overwhelm",disillusionment,"Protect your emotional energy and lower expectations while you recover perspective."
high,"alarm, panic",alarm,"Treat the urgency in your body seriously and focus on immediate grounding and support."
high,"alarm, fear",alarm,"Move to a quieter or safer setting and reduce anything that is escalating the signal of threat."
high,"alarm, confusion",alarm,"Do not force decisions while highly activated; settle your body first and seek guidance."
high,"alarm, overwhelm",alarm,"Your system is signaling overload, so reduce demands immediately and reach for support."
high,"alarm, helplessness",alarm,"If you feel unable to calm yourself, contact someone now and ask them to stay with you."
high,"alarm, anxiety",alarm,"Keep instructions simple: breathe slower, sit down, drink water, and narrow your focus."
high,"alarm, anger",alarm,"Create distance from conflict or stimulation before the activation rises further."
high,"alarm, sadness",alarm,"Stay with people or routines that feel safer while the intensity comes down."
high,"alarm, guilt",alarm,"High stress can distort responsibility, so avoid self-judging while you stabilize."
high,"alarm, fatigue",alarm,"You may be running on too little reserve; stop pushing and give your body room to settle."
very_high,"distress, panic",distress,"Reduce everything to safety and contact. Reach out to a trusted person immediately and do not stay alone."
very_high,"distress, fear",distress,"Move somewhere calmer, lower stimulation, and tell someone clearly that your distress is severe."
very_high,"distress, confusion",distress,"Do not attempt to sort everything out alone right now; stabilize first and ask for help."
very_high,"distress, despair",distress,"If the emotional pain is becoming unbearable, contact urgent mental health or crisis support immediately."
very_high,"distress, helplessness",distress,"Say directly that you are not coping and need immediate support from another person."
very_high,"distress, sadness",distress,"Even if you want to withdraw, stay connected with someone safe until the wave passes."
very_high,"distress, overwhelm",distress,"Pause all nonessential demands and let support, quiet, and grounding take over."
very_high,"distress, anger",distress,"Step away from any heated situation and focus entirely on safety and de-escalation."
very_high,"distress, guilt",distress,"Do not let severe self-blame intensify this state; seek perspective and support right now."
very_high,"distress, fatigue",distress,"Your system needs relief and support immediately, not more pressure or performance."
very_high,"crisis, fear",crisis,"Treat this as urgent. Contact a trusted person or professional now and prioritize safety."
very_high,"crisis, panic",crisis,"Keep your next actions simple and immediate: safe place, breathing, direct contact with support."
very_high,"crisis, confusion",crisis,"Do not try to think your way through severe overwhelm alone; ask for live help now."
very_high,"crisis, despair",crisis,"If you feel close to breaking, contact emergency or crisis resources immediately."
very_high,"crisis, helplessness",crisis,"Tell someone you need help right now and should not be left to manage this alone."
very_high,"crisis, sadness",crisis,"Stay near another person if possible and narrow your focus to getting through the next short period."
very_high,"crisis, anger",crisis,"Leave conflict or unsafe situations and get support before the intensity escalates further."
very_high,"crisis, guilt",crisis,"Severe distress is not the time to judge yourself. Reach for support and stabilization immediately."
very_high,"crisis, overwhelm",crisis,"Lower every possible demand and make safety and connection your only priorities."
very_high,"crisis, numbness",crisis,"Even if you feel emotionally shut down, seek urgent support now rather than isolating."
very_high,"emotional_pain, sadness",emotional_pain,"This level of pain deserves immediate care. Reach out to someone and stay connected."
very_high,"emotional_pain, despair",emotional_pain,"Do not carry severe emotional pain alone; contact urgent support right away."
very_high,"emotional_pain, panic",emotional_pain,"If the intensity is surging, focus on grounding and get another person involved immediately."
very_high,"emotional_pain, fear",emotional_pain,"Move toward safety and away from isolation while you seek help."
very_high,"emotional_pain, hopelessness",emotional_pain,"If your thoughts are becoming dark or dangerous, contact crisis support now."
very_high,"emotional_pain, guilt",emotional_pain,"Do not trust the cruelest thoughts in severe distress; seek human support right away."
very_high,"emotional_pain, confusion",emotional_pain,"Keep things very simple and let another person help you think and stay safe."
very_high,"emotional_pain, overwhelm",emotional_pain,"Set aside everything except safety, regulation, and immediate support."
very_high,"emotional_pain, loneliness",emotional_pain,"Connection is protective here, so call, text, or go to someone safe now."
very_high,"emotional_pain, fatigue",emotional_pain,"Severe exhaustion plus pain can be dangerous, so stop pushing and get support now."
very_high,"shock, confusion",shock,"If you feel emotionally stunned, keep your actions minimal and seek immediate support."
very_high,"shock, fear",shock,"Move to a safe place and let someone know you are not okay right now."
very_high,"shock, numbness",shock,"Even if you feel disconnected, stay with simple grounding and do not isolate."
very_high,"shock, panic",shock,"Your first task is stabilization, not understanding everything. Reach out for help immediately."
very_high,"shock, sadness",shock,"Keep close to supportive people and let them help you through the immediate aftermath."
very_high,"shock, helplessness",shock,"Tell someone directly that you need help managing the intensity of this moment."
very_high,"shock, overwhelm",shock,"Reduce all sensory and emotional load and allow support to take the lead."
very_high,"shock, guilt",shock,"Do not try to assign blame or responsibility while deeply shocked; focus on safety first."
very_high,"shock, anger",shock,"Step away from provoking situations and concentrate on calming your system."
very_high,"shock, despair",shock,"If the shock is tipping into despair, contact urgent professional or crisis support now."
very_high,"inner_chaos, panic",inner_chaos,"When everything feels chaotic inside, simplify the outside and get another person involved."
very_high,"inner_chaos, fear",inner_chaos,"Ground your body and move toward support now rather than staying alone with the storm."
very_high,"inner_chaos, confusion",inner_chaos,"Avoid major decisions and focus on a safe place, slow breathing, and immediate contact."
very_high,"inner_chaos, helplessness",inner_chaos,"Ask someone to stay with you or remain on the phone while you settle."
very_high,"inner_chaos, despair",inner_chaos,"If the intensity feels unmanageable, seek urgent crisis or emergency support immediately."
very_high,"inner_chaos, sadness",inner_chaos,"Keep the next hour very small and centered on safety, comfort, and connection."
very_high,"inner_chaos, anger",inner_chaos,"Step away from any trigger and do not act while highly activated."
very_high,"inner_chaos, guilt",inner_chaos,"Do not trust thoughts that attack you while you are in severe inner turmoil; get support now."
very_high,"inner_chaos, overwhelm",inner_chaos,"Reduce demands to zero if possible and focus only on stabilization."
very_high,"inner_chaos, fatigue",inner_chaos,"Your system may be overloaded beyond its limit, so stop and seek care immediately."
severe,"desolation, hopelessness",desolation,"Please seek immediate support. Contact a trusted person, crisis line, therapist, or emergency service now."
severe,"desolation, despair",desolation,"Do not remain alone in this state. Reach out right away and stay connected with another person."
severe,"desolation, panic",desolation,"If the pain feels unbearable or unsafe, contact emergency or crisis support immediately."
severe,"desolation, fear",desolation,"Move to a safer place and let someone know you need urgent help now."
severe,"desolation, guilt",desolation,"Severe self-blame and despair should not be faced alone. Get support immediately."
severe,"desolation, confusion",desolation,"You do not need to make sense of everything right now; focus only on safety and contact."
severe,"desolation, sadness",desolation,"Nothing is more important in this moment than not being alone and getting care."
severe,"desolation, numbness",desolation,"Even if you feel empty, seek urgent human support and do not withdraw further."
severe,"desolation, overwhelm",desolation,"Stop all nonessential activity and make immediate support your only task."
severe,"desolation, helplessness",desolation,"Tell someone clearly that you are not okay and need help staying safe."
severe,"ruin, despair",ruin,"If everything feels shattered, contact crisis or emergency support now and do not isolate."
severe,"ruin, hopelessness",ruin,"Reach out immediately to a trusted person or professional and tell them the distress is severe."
severe,"ruin, panic",ruin,"Focus only on getting to safety, breathing slowly, and staying connected with support."
severe,"ruin, fear",ruin,"Move away from anything unsafe and ask for urgent help right now."
severe,"ruin, guilt",ruin,"Do not trust severe self-condemning thoughts in this state; get another person involved now."
severe,"ruin, confusion",ruin,"Keep your next steps very simple: safe place, water, call or message for help."
severe,"ruin, sadness",ruin,"Stay with people if possible and let support hold more of the load."
severe,"ruin, anger",ruin,"Step away from conflict or risk and prioritize immediate de-escalation."
severe,"ruin, overwhelm",ruin,"This is not something to endure silently. Seek urgent care or crisis support now."
severe,"ruin, helplessness",ruin,"Say directly that you need help now and should not be left alone."
severe,"acute_shame, despair",acute_shame,"Severe shame can become dangerous in isolation. Contact someone immediately and tell them how bad it feels."
severe,"acute_shame, panic",acute_shame,"Do not hide with this level of distress. Reach for urgent support now."
severe,"acute_shame, fear",acute_shame,"Move toward someone safe and let them know you need help staying grounded."
severe,"acute_shame, hopelessness",acute_shame,"If the shame feels unbearable, contact crisis or emergency support immediately."
severe,"acute_shame, guilt",acute_shame,"Separate your safety from the story in your mind and get human support right away."
severe,"acute_shame, confusion",acute_shame,"You do not need to explain perfectly; just tell someone you need immediate help."
severe,"acute_shame, sadness",acute_shame,"Do not isolate under severe shame. Connection is protective and urgent right now."
severe,"acute_shame, numbness",acute_shame,"Even if you feel frozen, ask for help now rather than disappearing into silence."
severe,"acute_shame, overwhelm",acute_shame,"Stop everything else and focus on support, safety, and staying with another person."
severe,"acute_shame, helplessness",acute_shame,"Tell someone you are struggling severely and need them with you or on the phone."
severe,"acute_agitation, panic",acute_agitation,"If you feel extremely agitated, leave the trigger, reduce stimulation, and get immediate support."
severe,"acute_agitation, anger",acute_agitation,"Safety is the priority. Step away from others if needed and contact someone who can help you settle."
severe,"acute_agitation, fear",acute_agitation,"Your body is highly activated, so focus only on distance, breathing, and live support."
severe,"acute_agitation, confusion",acute_agitation,"Do not make decisions or continue arguments in this state. Seek help and simplify everything."
severe,"acute_agitation, despair",acute_agitation,"If the agitation feels unbearable or dangerous, contact emergency or crisis support now."
severe,"acute_agitation, guilt",acute_agitation,"Do not let this energy turn into self-attack; move toward immediate support."
severe,"acute_agitation, sadness",acute_agitation,"Pause all demands and let another person help bring the intensity down."
severe,"acute_agitation, hopelessness",acute_agitation,"If the state feels impossible to control safely, seek urgent professional help right away."
severe,"acute_agitation, overwhelm",acute_agitation,"Nothing matters more right now than safety, reduced stimulation, and direct human contact."
severe,"acute_agitation, helplessness",acute_agitation,"Say clearly that you need help calming down and should not be left alone."
severe,"severe_detachment, numbness",severe_detachment,"Even if you feel disconnected from everything, seek immediate support and stay near another person."
severe,"severe_detachment, confusion",severe_detachment,"Keep your next actions basic and urgent: safe place, grounding, and reaching out now."
severe,"severe_detachment, despair",severe_detachment,"Emotional detachment can still be a severe crisis. Contact support immediately."
severe,"severe_detachment, fear",severe_detachment,"Move toward a safer environment and let someone know you are in serious distress."
severe,"severe_detachment, panic",severe_detachment,"If numbness and panic are mixing, seek emergency or crisis support right away."
severe,"severe_detachment, sadness",severe_detachment,"Do not interpret shutdown as meaning you need no help; support is urgently needed."
severe,"severe_detachment, guilt",severe_detachment,"Severe self-blame plus detachment should not be handled alone. Contact someone now."
severe,"severe_detachment, overwhelm",severe_detachment,"Stop all demands and focus on staying safe and connected to another person."
severe,"severe_detachment, helplessness",severe_detachment,"Ask someone directly to stay with you or remain on the phone while you stabilize."
severe,"severe_detachment, hopelessness",severe_detachment,"If the emptiness feels dangerous or unbearable, contact crisis or emergency support immediately."
severe,"collapse, panic",collapse,"If you feel like you are breaking down, reach out to someone immediately and do not stay alone."
severe,"collapse, fear",collapse,"Move to a safer, calmer place and contact someone who can stay with you."
severe,"collapse, overwhelm",collapse,"Nothing is more important right now than reducing pressure and getting support."
severe,"collapse, fatigue",collapse,"If you are at a breaking point, send a short urgent message and do not remain alone."
low,"calm, happy",calm,"Keep your routine simple and use this steady mood to make gentle progress on one useful task."
low,"calm, grateful",calm,"Protect this peaceful feeling by avoiding unnecessary pressure and appreciating what is already going well."
low,"calm, relaxed",calm,"Let yourself move at an easy pace today and avoid filling your schedule too tightly."
low,"calm, content",calm,"Use this stable state to care for yourself and maintain the habits that keep you balanced."
low,"calm, hopeful",calm,"This is a good time to take one small positive step without rushing yourself."
low,"calm, safe",calm,"Stay with the routines and people that help you feel grounded and secure."
low,"calm, clear",calm,"Use your clear mind to finish one priority and then give yourself space to rest."
low,"calm, patient",calm,"Trust that slow and steady effort is enough for today."
low,"calm, peaceful",calm,"Keep things light and manageable so this sense of ease can continue."
low,"calm, open",calm,"Stay flexible without taking on extra demands that disturb your peace."
low,"happy, calm",happy,"Enjoy the good mood while keeping enough structure to stay balanced and energized."
low,"happy, grateful",happy,"Let your positive mood support kind choices and simple appreciation throughout the day."
low,"happy, relaxed",happy,"Use this lighter energy to do something meaningful without overcommitting yourself."
low,"happy, hopeful",happy,"Take advantage of the optimism by starting one small task you have been putting off."
low,"happy, safe",happy,"Stay close to what is working well and avoid creating unnecessary stress."
low,"happy, clear",happy,"This is a good moment to make a simple plan and follow it with ease."
low,"happy, content",happy,"Enjoy what is already good today instead of chasing more than you need."
low,"happy, warm",happy,"Share some of your good energy with someone supportive and keep the day gentle."
low,"happy, playful",happy,"Let yourself enjoy small moments while still protecting your time and energy."
low,"happy, patient",happy,"Move with confidence, but do not rush just because things feel good."
low,"grateful, calm",grateful,"Let gratitude slow you down enough to notice what is supporting you right now."
low,"grateful, happy",grateful,"Use this appreciative mood to stay grounded in what is already meaningful."
low,"grateful, relaxed",grateful,"Keep your day simple and let the sense of enough reduce pressure."
low,"grateful, content",grateful,"Protect your balance by focusing on what is present rather than what is missing."
low,"grateful, hopeful",grateful,"Let appreciation and hope work together to guide one positive action."
low,"grateful, safe",grateful,"Stay connected to the places, people, and habits that help you feel steady."
low,"grateful, clear",grateful,"A calm mind and thankful perspective can help you make wise, uncomplicated choices."
low,"grateful, peaceful",grateful,"Make room for quiet and let this feeling nourish you."
low,"grateful, warm",grateful,"Reach out kindly to someone or simply enjoy the comfort already around you."
low,"grateful, open",grateful,"Stay receptive to small good moments without asking too much of yourself."
low,"relaxed, calm",relaxed,"Let the slower pace support your wellbeing and avoid turning a calm day into a busy one."
low,"relaxed, happy",relaxed,"Enjoy the ease, but keep one small structure in place so the day stays balanced."
low,"relaxed, grateful",relaxed,"Use this gentle mood to recharge and appreciate the things that help you feel okay."
low,"relaxed, content",relaxed,"There is no need to force productivity; steady and simple is enough."
low,"relaxed, hopeful",relaxed,"Take one manageable step toward something positive while your mind feels lighter."
low,"relaxed, safe",relaxed,"Stay near what feels familiar and restorative today."
low,"relaxed, clear",relaxed,"A calm mind can help you decide what truly matters and ignore the rest."
low,"relaxed, peaceful",relaxed,"Protect your peace by keeping your expectations modest."
low,"relaxed, patient",relaxed,"Move slowly and trust that not everything needs to happen today."
low,"relaxed, warm",relaxed,"Choose comforting spaces and supportive company if you can."
low,"content, calm",content,"Let the feeling of enough soften the day and keep you from unnecessary pressure."
low,"content, happy",content,"Enjoy the steadiness you have right now instead of reaching too hard for more."
low,"content, grateful",content,"Notice what is already working and let that guide your choices today."
low,"content, relaxed",content,"Keep your plans realistic and let your energy remain balanced."
low,"content, hopeful",content,"Use this stable mood to make one simple step toward a goal that matters."
low,"content, safe",content,"Stay close to the routines and people that support your sense of ease."
low,"content, clear",content,"A grounded mindset can help you organize your day without stress."
low,"content, peaceful",content,"Protect this emotional steadiness by avoiding overload."
low,"content, patient",content,"Trust in a slower pace and let your progress be gentle."
low,"content, warm",content,"Allow comfort and connection to be enough for today."
low,"hopeful, calm",hopeful,"Use your hope wisely by pairing it with a realistic and manageable next step."
low,"hopeful, happy",hopeful,"Let the positive energy move you forward, but do not overload the day."
low,"hopeful, grateful",hopeful,"Keep your attention on what is possible and what is already supporting you."
low,"hopeful, relaxed",hopeful,"A calm hopeful mood is best used for one small beginning, not ten new plans."
low,"hopeful, content",hopeful,"Trust that you can move forward without losing your balance."
low,"hopeful, safe",hopeful,"Take a step from a place of steadiness rather than pressure."
low,"hopeful, clear",hopeful,"Write down one next action and let that be enough for now."
low,"hopeful, peaceful",hopeful,"Keep your hope soft and grounded instead of turning it into urgency."
low,"hopeful, warm",hopeful,"Share your optimism with someone kind or direct it into self-care."
low,"hopeful, patient",hopeful,"Good things can grow slowly, so let patience support your progress."
medium,"worried, tense",worried,"Slow down and focus on the next small action instead of feeding every concern."
medium,"worried, tired",worried,"Your mind may be making stress feel bigger, so rest and simplify where you can."
medium,"worried, sad",worried,"Be gentle with yourself and do not let worry take over the whole day."
medium,"worried, unsure",worried,"Write down what is actually known and separate it from what you are imagining."
medium,"worried, overwhelmed",worried,"Shrink your focus to one or two tasks and leave the rest for later."
medium,"worried, frustrated",worried,"Take a short pause before reacting so tension does not build further."
medium,"worried, nervous",worried,"Use grounding or slow breathing to settle your body before solving problems."
medium,"worried, insecure",worried,"Do not let uncertainty become harsh self-judgment; return to simple facts."
medium,"worried, restless",worried,"Move your body a little and then come back to one manageable step."
medium,"worried, confused",worried,"If your thoughts feel scattered, make a short list and keep it very simple."
medium,"anxious, worried",anxious,"Try not to solve everything at once; choose one concrete thing you can do now."
medium,"anxious, tense",anxious,"Your body may need calming before your mind can think clearly, so slow your breathing."
medium,"anxious, tired",anxious,"Fatigue can make anxiety louder, so lower the pressure and rest if possible."
medium,"anxious, sad",anxious,"Offer yourself support and avoid interpreting every feeling as a sign of failure."
medium,"anxious, unsure",anxious,"Do not rush certainty; gather what you know and make only the next decision."
medium,"anxious, overwhelmed",anxious,"Cut the day down to basics and focus on one thing at a time."
medium,"anxious, frustrated",anxious,"If your nerves are high, step back before speaking or making quick choices."
medium,"anxious, insecure",anxious,"Feeling anxious does not mean you are incapable, so keep your next step small."
medium,"anxious, restless",anxious,"Channel some of the energy into a brief walk or stretch and then reset."
medium,"anxious, confused",anxious,"Write out the problem in plain words so your mind has less room to spiral."
medium,"tense, worried",tense,"Release a little pressure from your body and then return to the task more calmly."
medium,"tense, anxious",tense,"If everything feels tight, pause and soften your pace before continuing."
medium,"tense, tired",tense,"Stress and tiredness together can drain you quickly, so reduce demands where possible."
medium,"tense, sad",tense,"Give yourself some emotional room and do not force a perfect performance today."
medium,"tense, unsure",tense,"Keep your decisions small and practical until you feel more settled."
medium,"tense, overwhelmed",tense,"Lower the load and focus on what truly needs your attention first."
medium,"tense, frustrated",tense,"Notice the build-up before it spills into irritation or conflict."
medium,"tense, insecure",tense,"Do not confuse tension with failure; your system may simply need a break."
medium,"tense, restless",tense,"A short reset can help interrupt the pressure building in your body."
medium,"tense, confused",tense,"Simplify the problem and avoid overcomplicating what needs to happen next."
medium,"tired, worried",tired,"Rest if you can, because low energy can make every concern feel heavier."
medium,"tired, anxious",tired,"Give yourself a simpler plan today and protect what little energy you have."
medium,"tired, tense",tired,"Your body may need recovery more than productivity right now."
medium,"tired, sad",tired,"Be kind to yourself and let the day be smaller if needed."
medium,"tired, unsure",tired,"Avoid major decisions while exhausted and return to the issue after some rest."
medium,"tired, overwhelmed",tired,"Reduce your list sharply and complete only what is truly necessary."
medium,"tired, frustrated",tired,"Fatigue can shorten patience, so slow down before responding to stress."
