dream_id,dream_text,stress_label,emotion_labels,theme_labels,symbol_labels
2775,I was being overwhelmed in a collapsing staircase in a tall tower. There was a key that kept changing shape. The alarm I felt did not fade quickly. I sat up in bed unable to breathe.,high,"regret,shame,claustrophobia,shock","work_stress,emotional_overflow,urgency,persecution","gold,dress,star"
2776,"I was being judged in front of everyone in a rooftop with no railing in high wind. There was a shadow that moved on its own. I lay awake for an hour, unable to shake the dread.",high,"fear,alertness,frustration","loss_of_control,pause","teaching,crying,notebook_page,city"
2777,The dream began in a narrow alley between tall walls. I was attempting to leave and came across a mirror showing a different room. There was a quiet ambivalence I could not shake. I sensed something unfinished.,moderate,"longing,protectiveness,determination,apprehension","work_boundary,mystery,coexistence,awakening","winning,car,reading,bird"
2778,"At some point, i was locked in a room but the room was full of books I had always wanted to read.",moderate,"restlessness,alertness,hesitation,melancholy","secrets,ambiguity,past,mystery",green
2779,I was failing to protect someone in a panicking crowd pushing toward the edge and noticed a shattered window with sharp edges. The fear stayed with me long after I opened my eyes. The fear stayed with me all morning.,high,"obsession,rage,stress,anger","modern_stress,blocked_progress,collective_threat","sun,map"
2780,"At some point, i was in a burning building but the fire did not hurt and I was looking for something important.",moderate,"sadness,fatigue,serenity","secrets,identity",whale
2781,I was collapsing inside a flooded street rising fast and noticed a locked door with no handle. My hands were trembling when I finally woke.,high,"dread,rage,frustration","blocked_progress,upheaval,public_visibility",storm
2782,I was watching helplessly as everything collapsed in a city block shaking in an earthquake. There was a hostile stranger blocking the exit. I woke feeling utterly drained. I sat up in bed unable to breathe.,high,"instability,anguish,pressure,anxiety","confinement,uncertainty","work,dawn,spring"
2783,I was discovering a hidden part of an unfamiliar city street at dusk. I found a tangled rope on the floor and could not decide what it meant. I felt the past pressing gently forward.,moderate,"fatigue,surprise,apprehension","alienation,time,coexistence",bridge
2784,I was failing an exam in a rooftop with no railing in high wind and noticed a hostile stranger blocking the exit. I could not fall back asleep. The fear stayed with me all morning.,high,"stress,grief,alertness,shock","loss_of_control,academic_pressure,upheaval,unresolved_conflict","laughing,smiling,reflection"
2785,I found a flickering candle about to go out as I was searching for something in a dimly lit room with one window. The feeling was hard to name — somewhere between hope and worry.,moderate,"melancholy,wariness,alertness,unease,confusion","hidden_truth,discovery,searching_for_self","spider,email,dancing,river"
2786,"As the dream continued, i was at a funeral but everyone was telling stories that made us laugh.",moderate,"melancholy,protectiveness,self_awareness,reflection,disconnection","inner_self,transition",flying
2787,I was in a car with no brakes but the road curved upward and the car slowed on its own.,moderate,"yearning,hesitation,sadness,confusion","hidden_message,nostalgia_for_past,domestic_stress,searching_for_self",fruit
2788,I was dancing softly in a quiet lake at dawn and noticed a welcoming fire in the hearth. I carried that peace into the morning. I sensed a new beginning approaching.,low,"freedom,reverence,curiosity","guidance,emotional_balance,learning","blood,bed,airport"
2789,I was resting in a quiet harbour on a calm morning. There was a stack of beloved books. Something about it made me feel completely at home. I woke up smiling.,low,"affection,relief,calm,peace","small_blessing,movement,companionship,spirituality","silver,forest,lantern"
2790,"I was screaming with no sound coming out in a city block shaking in an earthquake and noticed a charging animal with nowhere to go. Even awake, I felt trapped. The panic lingered into daylight.",high,"guilt,self_consciousness,panic","collapse,danger",lion
2791,I was reuniting with friends in a cozy café with rain on the windows and noticed a colorful butterfly landing on my hand. Something about it made me feel completely at home.,low,"reverence,peace,gentleness,joy,nostalgia","nourishment,seasonal_comfort,work_stress","turtle,water,glass"
2792,I was suffocating in a pitch-black tunnel with no end and noticed a wolf standing in the doorway. The fear stayed with me long after I opened my eyes. I woke gasping.,high,"terror,desperation,instability","privacy,coexistence",rain
2793,I was trying to communicate in a half-finished bridge over dark water and noticed a distant light I could not reach. I could not decide if it was a warning or an invitation. I woke feeling reflective.,moderate,"ambivalence,reflection,curiosity,hesitation,nostalgia","inner_self,change",dragon
2794,The dream began in a bright dining room with family. I was resting in and came across a child's drawing on the wall. A sense of belonging washed over me. I carried that warmth into the day.,low,"acceptance,reverence,gentleness,calm,awe","simplicity,renewal","flower,autumn"
2795,"In that moment, i was running through a dark forest when I suddenly stepped into a sunlit clearing. The fear faded, replaced by a strange calm I did not trust.",moderate,"disconnection,yearning,ambivalence,curiosity","transition,power,small_kindness","winning,ice,sleeping,frog"
2796,The dream began in a half-empty train moving slowly. I was searching for something in and came across a faded photograph face-down. The dream left a residue I carried through the day.,moderate,"anticipation,wariness,panic","change,power","smiling,tiger,dust,teaching"
2797,The dream began in an endless maze with no exits. I was panicking in and came across a charging animal with nowhere to go. The fear stayed with me long after I opened my eyes.,high,"anguish,obsession,pressure,terror,rage","confinement,privacy,work_stress","shark,reading,black,church"
2798,The dream began in a cozy café with rain on the windows. I was exploring peacefully and came across a familiar face smiling at me. A sense of belonging washed over me.,low,"wonder,playfulness,inspiration,nostalgia","learning,domestic_healing,growth,stillness","horse,letters"
2799,"I was screaming with no sound coming out in a sinking ship in open water. I found a phone that would not dial and tried to push it away. I woke shaking, the image still vivid.",high,"regret,powerlessness,fear,alertness","privacy,modern_stress,avoidance,absurdity","flying,wave,eating"
2800,I was being overwhelmed in a room filling with smoke. There was a floor dissolving beneath my feet. The alarm I felt did not fade quickly. I woke gasping.,high,"stress,urgency,fear,claustrophobia,alertness","urgency,collapse,social_judgment,deception",tiger
2801,I was dancing softly in a soft forest clearing with birdsong. There was a peaceful stream nearby. I felt deeply grateful without knowing why. I sensed a new beginning approaching.,low,"comfort,curiosity,calm","domestic_healing,grounding","mirror,letters,festivals,basket"
2802,I was failing an exam in a city block shaking in an earthquake and noticed a bridge falling away behind me. I woke feeling utterly drained. The fear stayed with me all morning.,high,"anxiety,humiliation,urgency,desperation","abandonment,instability,blocked_progress,social_judgment","winning,screen,house"
2803,"I was panicking in a pitch-black tunnel with no end and noticed a flood rising through the floor. I woke with a deep, formless dread. I could not fall back asleep.",high,"grief,obsession,regret,desperation","impostor_feeling,chaos",dove
2804,I was walking through a gentle river bank at dusk. I found a white dove perched on a fence and picked it up gently. I smiled without meaning to.,low,"awe,curiosity,freedom,inspiration","domestic_healing,clarity","turtle,praying,rest"
2805,"I was dancing softly in a flower-filled hillside. There was a soft blanket left for me. For the first time in a long while, I felt safe. I felt a deep sense of peace.",low,"delight,acceptance,hope,purpose,wonder","domestic_healing,stillness",notebook
2806,The dream began in a dark forest with no path. I was watching helplessly as everything collapsed in and came across a staircase crumbling underfoot. The helplessness stayed with me all day. I could not fall back asleep.,high,"humiliation,frustration,anger,shame,anguish","vulnerability,collective_threat,survival,work_stress","tunnel,whale"
2807,I was attempting to leave a strange hotel with endless hallways and noticed a photograph of a place I had never been. I felt cautiously hopeful but not yet certain.,moderate,"amusement,fatigue,wariness,apprehension,restlessness","pause,social_uncertainty","oranges,stairs,dog"
2808,"The dream began in a quiet lake at dawn. I was meditating in and came across a folded note that said 'be brave'. Everything felt right, just for that moment.",low,"belonging,hope,acceptance,wonder,confidence","seasonal_comfort,awakening","jar,monkey"
2809,I was suffocating in a panicking crowd pushing toward the edge. I found a blank exam paper I could not read and tried to push it away. My hands were trembling when I finally woke. I woke gasping.,high,"anger,humiliation,longing","exposure,modern_stress,upheaval,chaos","dock,monkey,black"
2810,I was being overwhelmed in a stormy ocean with no shore in sight. I found a key that kept changing shape and watched it helplessly. I jolted awake with my heart pounding.,high,"fear,grief,hurt","blocked_expression,chaos,persecution","ant,ticket_stub,dock,cat"
2811,I was gardening in a quiet lake at dawn. I found a small herb garden in full bloom and picked it up gently. I carried that peace into the morning.,low,"calm,comfort,playfulness,hope,focus","companionship,healing","temple,silver"
2812,"In that moment, i was in a graveyard and my grandmother was there, alive and smiling.",moderate,"apprehension,wariness,sadness,restlessness","deception,pause,time","laughing,apples"
2813,"Unexpectedly, i was in a fire but the smoke smelled like pine trees.",moderate,"ambition,nostalgia,longing,apprehension,curiosity","inner_self,letting_go,work_boundary,reconciliation","shrine,soldiers,photograph,crying"
2814,I was watching from a distance in a half-empty train moving slowly. I found a flickering candle about to go out and could not decide what it meant. The mood was strange — familiar and foreign at once.,moderate,"hesitation,awe,fatigue,apprehension,nostalgia","transition,performance_stress",airport
2815,I was running desperately through a collapsing bridge over a gorge. There was a rope fraying as I held it. My hands were trembling when I finally woke. I woke shaking and disoriented.,high,"claustrophobia,anxiety,fear,obsession","upheaval,academic_pressure,pressure","lizard,classroom,garage,park"
2816,I was questioning my choices in a rooftop at dusk with no way down. I found a worn suitcase left behind and left it where it was. I felt the weight of something I had been avoiding.,moderate,"longing,alertness,wariness,ambition,self_awareness","hidden_truth,ambiguity,identity,self_expression","climbing,breath,silver"
2817,The dream began in a quiet hospital ward at night. I was sorting old things in and came across a cracked mirror on the wall. Something in the dream asked a question I had not answered.,moderate,"alertness,unease,yearning,ambivalence","work_boundary,transition","hawk,skin,mouth"
2818,I was writing in a peaceful mountain clearing and noticed a child's drawing on the wall. I woke still carrying that warmth. I woke feeling deeply restored.,low,"curiosity,purpose,contentment","companionship,achievement,hidden_refuge",winning
2819,"For a moment, i was lost in a foreign city but the signs kept pointing me home.",moderate,"longing,surprise,wistfulness,awe","alienation,liminal_space,letting_go,hidden_message","library,teeth"
2820,"I found a hidden staircase behind a shelf as I was wandering through a basement full of sealed boxes. I sensed something shifting, though I could not see what. The feeling lingered unresolved.",moderate,"ambivalence,apprehension,sadness,confusion,self_awareness","emotional_processing,family","monkey,treasure"
2821,"As the dream continued, i was falling but the fall was slow and the view was extraordinary.",moderate,"nostalgia,disconnection,self_awareness","secrets,awakening","rain,bamboo,tickets"
2822,I found a tangled rope on the floor as I was trying to communicate in a half-empty train moving slowly. The mood was strange — familiar and foreign at once. I felt the need to reflect.,moderate,"confusion,protectiveness,ambivalence,disconnection,curiosity","discovery,emotional_processing,searching_for_self","red,bamboo,cooking,green"
2823,"I found a charging animal with nowhere to go as I was drowning in a threatening alley with no way out. Even awake, I felt trapped. I woke gasping.",high,"exposure,frustration,tenderness","loss_of_control,memory","boat,chest,lantern,courtyard"
2824,I found a shining star reflected in water as I was sharing a meal in a sunlit garden full of wildflowers. I felt a quiet warmth spread through me. I woke with a sense of belonging.,low,"reverence,relief,warmth,wonder,purpose","learning,abundance,small_blessing,nourishment","snake,apples,hallway,field"
2825,"Unexpectedly, i was running through a storm and the moment I stopped the storm stopped too.",moderate,"restlessness,melancholy,wistfulness,protectiveness,unease","unresolved_conflict,letting_go,discovery,strategy","phone,hawk,seed"
2826,I was dancing softly in a warm kitchen smelling of bread. I found a golden key on the ground and picked it up gently. I felt hopeful in a way I had almost forgotten.,low,"acceptance,nostalgia,playfulness","stillness,grounding","shelf,airport,horse,school"
2827,I was desperately searching in a dark forest with no path. I found a screaming alarm I could not silence and watched it helplessly. I could not remember how to feel safe.,high,"regret,anger,guilt","vulnerability,work_stress","losing_valuables,palace"
2828,The dream began in a peaceful mountain clearing. I wandered gently through and came across a shining star reflected in water. A gentle peace settled over me. I woke with a soft smile.,low,"playfulness,calm,contentment,reverence,curiosity","growth,transformation,freedom,domestic_healing","spring,elders,bell"
2829,I was watching helplessly as everything collapsed in a hospital corridor where all the doors were locked. There was a car with no brakes on a steep hill. The weight of it followed me into the morning. I woke gasping.,high,"shock,humiliation,panic","blocked_expression,power","mountain,roof"
2830,"Without warning, i was trapped in a room that kept shrinking but the walls were covered in paintings I recognized.",moderate,"hesitation,surprise,awe","discovery,domestic_stress,strategy","swimming,water,snow"
2831,I found myself standing in a warm kitchen smelling of bread. There was a beautiful rainbow overhead. I felt deeply grateful without knowing why.,low,"joy,tenderness,satisfaction","seasonal_comfort,movement,connection,spirituality","summer,hospital"
2832,"Deep in the dream, i was being watched from the shadows but when I turned on the light there was no one there.",moderate,"unease,melancholy,wistfulness,reflection,fatigue","work_boundary,survival",soup
2833,I was sharing a meal in a familiar beach at low tide. There was a stack of beloved books. A sense of belonging washed over me. I woke feeling deeply restored.,low,"serenity,affection,reverence,instability","abundance,impostor_feeling","dog,strangers,bridge"
2834,"Somehow, i was drowning but the water was warm and I did not want to reach the surface.",moderate,"restlessness,awe,alertness","inner_self,past","mirror,arms"
2835,"I was falling from an endless maze with no exits. There was a bridge falling away behind me. Even awake, I felt trapped. I woke with my heart pounding.",high,"powerlessness,self_consciousness,fear,warmth","privacy,time_pressure,public_visibility,vulnerability",feet
2836,I was unable to move in a crumbling building that shook underfoot and noticed a charging animal with nowhere to go. I could not fall back asleep.,high,"frustration,panic,grief,self_consciousness","emotional_overflow,blocked_expression,privacy,persecution",silver
2837,"I was panicking in a raging flood sweeping through the streets. I found a car with no brakes on a steep hill and tried to push it away. Even awake, I felt trapped.",high,"shame,humiliation,dread,stress,frustration","upheaval,technology_stress",forest
2838,I was waiting alone in a silent library with flickering lights. I found a silent telephone ringing and left it where it was. The feeling was hard to name — somewhere between hope and worry.,moderate,"ambition,suspicion,sadness,self_awareness,regret","change,coexistence,past",music
2839,The dream began in a welcoming village square. I was gardening in and came across a letter with good news inside. I felt understood without saying a word.,low,"comfort,serenity,joy,belonging,wonder","security,stillness,reconciliation,flow",jar
2840,"I was desperately searching in a dark underwater cave filling with water. There was a floor dissolving beneath my feet. Even awake, I felt trapped.",high,"overwhelm,desperation,alertness,anxiety,urgency","entrapment,companionship",table
2841,"Somehow, i was failing an exam but everyone around me was also failing and we were laughing about it.",moderate,"surprise,nostalgia,yearning,self_awareness,disconnection","alienation,mystery,warning","dragon,festivals,seed"
2842,The dream began in an old school building after hours. I was circling the perimeter of and came across a sealed jar I could not open. The image stayed with me all morning. I woke with a cautious hope.,moderate,"ambivalence,awe,amusement,yearning,confusion","social_uncertainty,memory,strategy,emotional_processing",kitchen
2843,The dream began in an endless maze with no exits. I was trying to call for help from and came across a darkness spreading over everything. I woke in a cold sweat.,high,"rage,exposure,urgency,helplessness","absurdity,survival,emotional_overflow,avoidance","thunder,tower,library,deer"
2844,I was being overwhelmed in a stormy ocean with no shore in sight and noticed a door that opened onto nothing. I could not remember how to feel safe. I could not shake the feeling of danger.,high,"shame,claustrophobia,powerlessness","loss_of_control,urgency,danger,blocked_progress",house
2845,The dream began in a cracked road crumbling beneath me. I was falling from and came across a shadow that moved on its own. I could not look at the clock for a long time. I could not shake the feeling of danger.,high,"grief,self_consciousness,disorientation,overwhelm","collapse,persecution,urgency,learning","path,water,coat,dress"
2846,I was failing to protect someone in a burning building with blocked exits and noticed a missing child I could not find. I jolted awake with my heart pounding. I woke gasping.,high,"anguish,obsession,fear","performance_stress,time_pressure,absurdity,hidden_threat","running,compass,lock,shadow"
2847,The dream began in a collapsing staircase in a tall tower. I was panicking in and came across a blank exam paper I could not read. I woke feeling utterly drained.,high,"humiliation,pressure,shock,panic,fear","work_stress,urgency,urban_healing","locker,light,turtle,hallway"
2848,"In that moment, i was on a sinking ship but everyone was calm and the lifeboats were ready.",moderate,"alertness,self_awareness,determination,curiosity","discovery,inner_self,identity,alienation","dusk,strangers,garage,laughing"
2849,I found a peaceful stream nearby as I was reading in a bright dining room with family. I felt held by something larger than myself. I woke feeling genuinely hopeful.,low,"calm,inspiration,wonder,peace,confidence","reconciliation,rest,guidance","ocean,water"
2850,"I was looking for an exit from a basement full of sealed boxes. I found a faded photograph face-down and left it where it was. Something felt unfinished, though I could not say what.",moderate,"reflection,anticipation,disconnection,rage","warning,searching_for_self,past,ambiguity","storm,morning,horse,classroom"
2851,I found a blooming white flower as I was reuniting with friends in a serene temple garden. I woke still carrying that warmth. I sensed a new beginning approaching.,low,"serenity,wonder,alertness","stillness,clarity","church,eating"
2852,I found a glowing lantern hanging above as I was sharing a meal in a familiar beach at low tide. A sense of belonging washed over me. I felt a deep sense of peace.,low,"purpose,delight,affection,contentment,tenderness","protection,family",cooking
2853,"I found a dusty old book with no title as I was discovering a hidden part of a crowded market where I knew no one. Something felt unfinished, though I could not say what. I woke feeling reflective.",moderate,"hesitation,alertness,unease,amusement,reflection","awakening,hidden_path,emotional_overflow","notebook_page,door,arguing,tree"
2854,I was writing in a familiar beach at low tide. I found a candle already lit in the window and smiled at it. I breathed slowly and felt the tension leave my body.,low,"freedom,care,guilt","stillness,forgiveness,restoration","whale,praying,evening,blanket"
2855,I found a folded note that said 'be brave' as I was cooking in a lush green valley. A gentle peace settled over me. I felt the warmth linger into morning.,low,"satisfaction,focus,contentment","nourishment,grounding,seasonal_comfort,achievement","baby,eating"
2856,"Without warning, i was drowning and a stranger I had never met pulled me to shore.",moderate,"alertness,regret,restlessness,yearning","hidden_message,ambiguity","tunnel,herbs,ladder,bird"
2857,"I was circling the perimeter of a half-empty train moving slowly. I found a curious animal watching quietly and left it where it was. Something felt unfinished, though I could not say what.",moderate,"nostalgia,sadness,confusion,curiosity,anticipation","awakening,time,hidden_path,warning","angel,library,table,bread"
2858,I was fighting to breathe in a falling aircraft losing altitude fast. There was a missing child I could not find. The helplessness stayed with me all day. I woke feeling utterly exhausted.,high,"claustrophobia,urgency,frustration,exposure,surprise","exposure,upheaval,chaos",rain
2859,"Near the end, i was being watched by a wolf but it sat down and looked away when I met its eyes.",moderate,"melancholy,anticipation,amusement,disconnection","past,suspension","music,breath,house"
2860,The dream began in a quiet lake at dawn. I was reading in and came across a peaceful stream nearby. The feeling lingered long after I opened my eyes.,low,"belonging,joy,purpose,satisfaction,hesitation","urban_healing,flow,companionship","evening,bike,locker"
2861,The dream began in a flooded street rising fast. I was collapsing inside and came across a floor dissolving beneath my feet. The helplessness stayed with me all day.,high,"urgency,rage,self_consciousness,frustration","performance_stress,exposure,absurdity,academic_pressure","mirror,path,park,stairs"
2862,I was running desperately through a stormy ocean with no shore in sight and noticed a bridge falling away behind me. I felt exposed even after the dream ended. I woke with my heart pounding.,high,"pressure,hurt,overwhelm,powerlessness,self_consciousness","confinement,work_stress,strategy","phone,ticket,snow"
2863,The dream began in a soft meadow under a pale sky. I sat quietly in and came across a shining star reflected in water. I breathed slowly and felt the tension leave my body.,low,"playfulness,purpose,serenity","renewal,hidden_refuge,family","hands,cooking"
2864,I was wandering through a waiting room with no clock. I found a faded photograph face-down and left it where it was. I could not decide if it was a warning or an invitation.,moderate,"hesitation,yearning,melancholy","unresolved_conflict,nostalgia_for_past,rest","games,airport,books"
2865,I was drowning in a sinking ship in open water and noticed a fire spreading faster than I could run. My hands were trembling when I finally woke. I woke gasping.,high,"obsession,overwhelm,powerlessness","pressure,urgency,technology_failure","dragon,morning,face,bird"
2866,I was revisiting a shadowy courtyard I had never seen and noticed a dusty old book with no title. The feeling was hard to name — somewhere between hope and worry. I sensed a change was coming.,moderate,"reflection,anticipation,wistfulness,wariness","uncertainty,ambiguity,alienation","black,dust"
2867,I found a gentle bird on a branch as I was watching the sunrise from a dock over a glassy lake. There was a stillness I did not want to disturb. I woke up smiling.,low,"contentment,purpose,care,wonder,amusement","nourishment,urban_healing,forgiveness,grounding","sleeping,light,sun"
2868,The dream began in a flooded street rising fast. I was drowning in and came across a wall collapsing toward me. I could not look at the clock for a long time.,high,"terror,instability,frustration","upheaval,work_stress,privacy,loss_of_control",treasure
2869,I was writing in a bright dining room with family. I found a shining star reflected in water and picked it up gently. I felt hopeful in a way I had almost forgotten.,low,"care,gentleness,purpose","simplicity,nourishment,stillness",reading
2870,I was attempting to leave a narrow alley between tall walls. There was a train ticket with no destination. I felt cautiously hopeful but not yet certain. I woke with a strange awareness.,moderate,"amusement,ambition,awe,surprise,disconnection","discovery,social_uncertainty",roof
2871,"I was falling from a suffocating elevator that would not open. I found a charging animal with nowhere to go and watched it helplessly. I lay awake for an hour, unable to shake the dread. I woke with a racing heart.",high,"hurt,shame,overwhelm,exposure","danger,abandonment,exposure,impostor_feeling","deer,compass,roof,mouth"
2872,The dream began in a stormy ocean with no shore in sight. I was being chased through and came across a floor dissolving beneath my feet. The helplessness stayed with me all day.,high,"humiliation,fear,shock","exposure,pressure,absurdity,entrapment",running
2873,I found a mirror showing a different room as I was investigating an overgrown garden behind a locked gate. I woke feeling somewhere between relief and regret. I sensed something unfinished.,moderate,"anticipation,nostalgia,unease,panic","unresolved_conflict,change,secrets","storm,airport"
2874,I was listening to music in a gentle river bank at dusk. There was a glowing lantern hanging above. A sense of belonging washed over me. I woke feeling deeply restored.,low,"acceptance,affection,gratitude","connection,spirituality,grounding,chaos",ocean
2875,I found a clock counting down to zero as I was failing an exam in a dark forest with no path. I felt exposed even after the dream ended. I woke feeling utterly exhausted.,high,"shame,fear,alertness,obsession","exposure,time_pressure","suitcase,elevator,cat"
2876,I was attempting to leave a waiting room with no clock and noticed a silent telephone ringing. There was a quiet ambivalence I could not shake. I could not decide if it was good or bad.,moderate,"self_awareness,nostalgia,wistfulness,awe","strategy,self_expression,alienation,discovery","soup,rabbit"
2877,"I was fighting to breathe in a suffocating elevator that would not open. I found a car with no brakes on a steep hill and tried to push it away. Even awake, I felt trapped.",high,"alertness,obsession,humiliation,frustration","blocked_expression,survival",lizard
2878,I was failing an exam in a falling aircraft losing altitude fast and noticed a floor dissolving beneath my feet. I woke feeling like something had been taken from me. I sat up in bed unable to breathe.,high,"shame,instability,stress","academic_pressure,survival",shrine
2879,I was swimming slowly through a sunlit garden full of wildflowers and noticed a sleeping cat in the sunlight. I felt a soft joy I could not name.,low,"wonder,playfulness,relief,joy,curiosity","nourishment,simplicity,renewal,learning","ticket,water"
2880,I was walking through a warm porch at sunset. There was a beautiful rainbow overhead. I felt hopeful in a way I had almost forgotten. I carried that warmth into the day.,low,"focus,serenity,calm,peace,unease","restoration,hidden_desire","teeth,bear,elders,fire"
2881,I was cycling through a quiet lake at dawn and noticed a shining star reflected in water. I smiled without meaning to. I carried that warmth into the day.,low,"relief,wonder,peace,awe,wistfulness","forgiveness,community,companionship,transformation","rabbit,evening"
2882,"In that moment, i was in a war but no one was shooting and the soldiers were handing out food.",moderate,"regret,confusion,surprise","change,self_expression,secrets","chest_box,kitchen,storm"
2883,I was reading in a warm kitchen smelling of bread and noticed an old carved wooden door standing open. I stood there feeling lighter than I had in years. I felt the warmth linger into morning.,low,"nostalgia,serenity,wonder,inspiration,warmth","restoration,learning","wave,breath,laughing,cat"
2884,I was reuniting with friends in a bright dining room with family. There was a smiling child reaching up to me. A sense of belonging washed over me.,low,"warmth,serenity,purpose","restoration,hidden_refuge,transformation",dust
2885,I was packing bags in a maze-like office with no exits and noticed a sealed jar I could not open. I felt the weight of something I had been avoiding. I felt the need to reflect.,moderate,"alertness,regret,confusion,unease","alienation,confinement","email,ticket_stub"
2886,The dream began in a lush green valley. I was sharing a meal in and came across a smiling child reaching up to me. The feeling lingered long after I opened my eyes. I woke feeling renewed.,low,"hope,nostalgia,awe,delight,wonder","domestic_healing,freedom,renewal,social_judgment",path
2887,I was suffocating in a locked exam hall where I knew nothing and noticed a floor dissolving beneath my feet. The fear stayed with me long after I opened my eyes. The panic lingered into daylight.,high,"anger,humiliation,urgency,terror","survival,hidden_threat,impostor_feeling","legs,mosque,green,boat"
2888,"Unexpectedly, i was in a hospital waiting room but the nurse kept bringing me tea.",moderate,"surprise,confusion,wariness","domestic_stress,deception,discovery,coexistence",heart
2889,"I was trying to communicate in a foggy harbour with no boats. I found a silent telephone ringing and could not decide what it meant. I sensed something shifting, though I could not see what.",moderate,"surprise,amusement,yearning,regret,gratitude","social_uncertainty,warning,nostalgia_for_past,discovery",hawk
2890,"I was struggling to escape a room filling with smoke. I found a wolf standing in the doorway and watched it helplessly. Even awake, I felt trapped.",high,"powerlessness,humiliation,desperation","survival,emotional_overflow,avoidance,public_visibility","monsters,star,basket,phone"
2891,The dream began in a peaceful mountain clearing. I was walking through and came across a stack of beloved books. I smiled without meaning to.,low,"delight,affection,focus","healing,hidden_refuge,companionship,liminal_space","room,temple,hands,wind"
2892,I was investigating an empty theatre with the lights still on. There was a shadowy figure in the corner. I felt both drawn in and held back. I could not decide if it was good or bad.,moderate,"curiosity,melancholy,confusion,yearning","alienation,hidden_message,nostalgia_for_past,awakening","city,lock,hawk,office"
2893,I was being judged in front of everyone in a speeding car with no brakes. There was a wall collapsing toward me. I woke in a cold sweat.,high,"alertness,fear,desperation","upheaval,modern_stress","crane,ticket_stub"
2894,I was reuniting with friends in a candlelit library. I found a familiar face smiling at me and picked it up gently. I stood there feeling lighter than I had in years. I woke with a soft smile.,low,"contentment,wonder,longing,tenderness,warmth","grounding,release,protection","window,reflection,hospital"
2895,I was trying to call for help from a flooded street rising fast and noticed a key that kept changing shape. I could not remember how to feel safe.,high,"claustrophobia,shock,terror,overwhelm,hurt","public_visibility,collapse,urgency","garage,night,star,tunnel"
2896,I was wandering through a crowded market where I knew no one. There was a strange map with no labels. The feeling was hard to name — somewhere between hope and worry. I woke unsure what it meant.,moderate,"yearning,suspicion,wariness","identity,small_disruption","flying,rain"
2897,"Without warning, i was locked in a room but the room was full of books I had always wanted to read.",moderate,"self_awareness,longing,anticipation,sadness,nostalgia","uncertainty,warning","red,compass,dancing,subway"
2898,"I was trapped in a speeding car with no brakes. There was a locked door with no handle. I woke with a deep, formless dread. The helplessness stayed with me all day.",high,"anguish,desperation,fear,guilt","technology_failure,collapse,loss_of_control,entrapment","sleeping,subway,cave"
2899,The dream began in a forest fire closing in from every side. I was desperately searching in and came across a shadow that moved on its own. The alarm I felt did not fade quickly. The fear stayed with me all morning.,high,"instability,exposure,alertness,helplessness","upheaval,urgency,academic_pressure",thunder
2900,"Later in the dream, i was losing my teeth but each one that fell out turned into a seed.",moderate,"confusion,ambition,hesitation,yearning,self_awareness","uncertainty,ambiguity","porch,screen"
2901,I was trying to navigate a deserted park at twilight. I found a hidden staircase behind a shelf and studied it carefully. I woke in quiet contemplation.,moderate,"restlessness,confusion,reflection,longing,anticipation","coexistence,suspension",crying
2902,I was painting in a gentle river bank at dusk and noticed a peaceful stream nearby. I felt hopeful in a way I had almost forgotten.,low,"contentment,inspiration,hope,serenity","family,spirituality","back,smoke,path"
2903,I was being chased through an endless maze with no exits and noticed a rope fraying as I held it. I woke in a cold sweat. The shame burned even after waking.,high,"humiliation,urgency,overwhelm","privacy,public_visibility,technology_stress","dust,bear,eating,soup"
2904,"Later in the dream, i was drowning but the water was warm and I did not want to reach the surface.",moderate,"reflection,protectiveness,determination,curiosity","awakening,memory,instability","mirror,arguing,herbs"
2905,I was painting in a serene temple garden. There was a folded note that said 'be brave'. I felt a quiet warmth spread through me. I woke with a sense of belonging.,low,"peace,awe,joy,care,tenderness","domestic_healing,forgiveness,learning","turtle,running,rest"
2906,I found a phone that would not dial as I was screaming with no sound coming out in a dark forest with no path. I woke in a cold sweat. The panic lingered into daylight.,high,"humiliation,rage,desperation,disorientation","blocked_expression,loss_of_control,urgency,danger",evening
2907,The dream began in a dark forest with no path. I was running desperately through and came across a staircase crumbling underfoot. The panic lingered into the morning.,high,"rage,panic,claustrophobia","blocked_expression,time_pressure,urgency,persecution",maze
2908,I was meditating in a candlelit library and noticed an old carved wooden door standing open. I felt deeply grateful without knowing why. I felt the warmth linger into morning.,low,"delight,tenderness,calm,wonder","small_blessing,stillness",peacock
2909,"In that moment, i was locked in a room but the room was full of books I had always wanted to read.",moderate,"self_awareness,apprehension,unease,wistfulness,hesitation","ambiguity,domestic_stress,self_expression","angel,angels,hawk"
2910,I found a phone that would not dial as I was suffocating in an endless maze with no exits. I woke feeling like something had been taken from me.,high,"alertness,helplessness,anguish","abandonment,work_stress,social_judgment",hospital
2911,"Suddenly, i was in a burning building but the fire did not hurt and I was looking for something important.",moderate,"amusement,anticipation,confusion,melancholy,ambition","hidden_message,inner_self,social_uncertainty","tickets,room"
2912,I was trying to call for help from a room filling with smoke and noticed a missing child I could not find. I woke feeling utterly drained.,high,"desperation,rage,pressure,self_consciousness,terror","avoidance,chaos,blocked_expression,freedom",lion
