symbol_name,traditional_summary_en,theme_tags,emotion_hints,stress_hint,source_origin
flag,"May suggest allegiance, declaration, public stance, or group belonging.","allegiance,identity,publicity,belonging","pride,pressure,confidence",low,zhougong
shield,"May suggest protection, defense, caution, or emotional guardedness.","protection,defense,caution,boundary","safety,alertness,hesitation",low,zhougong
spear,"May suggest direct conflict, focused aggression, or piercing insight.","conflict,focus,aggression,insight","alertness,anger,determination",moderate,zhougong
arrow,"May suggest direction, intention, attack, or targeted communication.","direction,intention,attack,focus","anticipation,alertness,anxiety",moderate,zhougong
bow,"May suggest restrained power, preparation, or potential awaiting release.","potential,preparation,control,power","focus,tension,confidence",moderate,zhougong
quiver,"May suggest reserve capacity, preparedness, or ongoing readiness for challenge.","preparedness,reserve,defense,capacity","confidence,alertness,control",low,zhougong
armor,"May suggest emotional protection, resilience, burden, or distance from vulnerability.","protection,resilience,burden,distance","safety,fatigue,guardedness",moderate,zhougong
helmet,"May suggest mental defense, role assumption, or vigilance under pressure.","defense,vigilance,identity,pressure","alertness,pressure,confidence",moderate,zhougong
horse_saddle,"May suggest readiness to move, control over momentum, or disciplined freedom.","readiness,control,movement,discipline","confidence,anticipation,focus",low,zhougong
reins,"May suggest control, restraint, guidance, or fear of losing command.","control,restraint,guidance,authority","focus,anxiety,confidence",moderate,zhougong
hoofprints,"May suggest passing power, traces of movement, or evidence of recent change.","movement,trace,change,evidence","curiosity,anticipation,unease",low,zhougong
stable,"May suggest stored energy, readiness, care of strength, or contained freedom.","readiness,containment,care,power","calm,confidence,anticipation",low,zhougong
stallion,"May suggest masculine vigor, ambition, untamed force, or proud momentum.","vigor,ambition,force,freedom","excitement,confidence,restlessness",moderate,zhougong
mare,"May suggest loyalty, fertility, emotional movement, or nurturing strength.","fertility,loyalty,movement,nurture","tenderness,hope,calm",low,zhougong
foal,"May suggest new vitality, fragile promise, or growth needing protection.","beginnings,vitality,fragility,growth","hope,tenderness,concern",low,zhougong
mane,"May suggest pride, visible vitality, or expressive personal energy.","pride,vitality,self_expression,beauty","confidence,admiration,energy",low,zhougong
fangs,"May suggest aggression, threat, instinct, or fear of being harmed.","threat,aggression,instinct,danger","fear,alertness,panic",high,zhougong
claws,"May suggest defense, attack, grasping urgency, or painful attachment.","defense,attack,attachment,threat","fear,tension,wariness",moderate,zhougong
fur,"May suggest warmth, instinctual comfort, or closeness to animal nature.","warmth,instinct,comfort,protection","comfort,curiosity,calm",low,zhougong
feathers,"May suggest message, elevation, softness, or traces of a departed presence.","message,elevation,softness,trace","wonder,longing,calm",low,zhougong
nest,"May suggest home building, vulnerability, family care, or preparation for growth.","home,family,care,preparation","tenderness,comfort,hope",low,zhougong
egg,"May suggest fragile potential, incubation, secrecy, or future life.","potential,fragility,secrecy,beginnings","hope,care,anticipation",low,zhougong
shell,"May suggest protection, vulnerability once broken, or remains of a transition.","protection,vulnerability,transition,remains","calm,unease,reflection",low,zhougong
horns,"May suggest defense, pride, stubbornness, or visible power.","defense,pride,stubbornness,power","confidence,wariness,tension",moderate,zhougong
tusk,"May suggest age, force, memory, or difficult but noble strength.","strength,memory,endurance,nobility","respect,awe,determination",low,zhougong
pawprint,"May suggest instinctive presence, hidden pursuit, or unseen companionship.","instinct,presence,pursuit,companionship","curiosity,unease,comfort",low,zhougong
tail,"May suggest balance, instinct, emotional signaling, or lingering attachment.","balance,instinct,emotion,attachment","curiosity,calm,wariness",low,zhougong
scales,"May suggest protection, coldness, hidden danger, or resilient boundaries.","protection,coldness,danger,resilience","fear,curiosity,unease",moderate,zhougong
shell_armor,"May suggest guarded sensitivity, slow endurance, or defensive withdrawal.","defense,endurance,withdrawal,sensitivity","caution,calm,hesitation",low,zhougong
antlers,"May suggest branching power, noble display, or cyclical renewal of strength.","power,display,renewal,nobility","awe,confidence,hope",low,zhougong
hoof,"May suggest grounded movement, endurance, or impact on one's path.","movement,endurance,grounding,impact","determination,calm,focus",low,zhougong
beak,"May suggest sharp communication, picking at details, or decisive action.","communication,precision,decisiveness,alertness","focus,wariness,curiosity",low,zhougong
wings,"May suggest escape, blessing, aspiration, or the wish to rise above conditions.","escape,aspiration,freedom,protection","hope,relief,wonder",low,zhougong
talons,"May suggest powerful grasp, threat from above, or fierce determination.","threat,power,grasp,determination","fear,alertness,focus",moderate,zhougong
hoofbeat,"May suggest approaching change, urgency, or news arriving with force.","change,urgency,arrival,movement","anticipation,alertness,anxiety",moderate,zhougong
howl,"May suggest loneliness, warning, call for connection, or instinctive fear.","loneliness,warning,instinct,call","fear,longing,unease",moderate,zhougong
roar_echo,"May suggest magnified threat, authority, or conflict reverberating through life.","threat,authority,conflict,resonance","fear,awe,tension",high,zhougong
purr,"May suggest comfort, subtle pleasure, trust, or soothing companionship.","comfort,trust,pleasure,companionship","calm,warmth,contentment",low,zhougong
hiss,"May suggest hostility, warning, hidden tension, or need for distance.","warning,hostility,tension,defense","fear,wariness,anxiety",moderate,zhougong
web_corner,"May suggest neglected space, subtle entanglement, or patient strategy.","entanglement,neglect,strategy,secrecy","unease,curiosity,anxiety",moderate,zhougong
hive,"May suggest organized labor, social order, productivity, or collective pressure.","labor,order,community,productivity","focus,duty,stress",moderate,zhougong
cocoon,"May suggest transformation in seclusion, waiting, or hidden preparation.","transformation,seclusion,preparation,waiting","hope,patience,uncertainty",low,zhougong
sting,"May suggest sharp hurt, insult, betrayal, or small but memorable injury.","hurt,betrayal,pain,warning","anger,anxiety,unease",moderate,zhougong
fang_mark,"May suggest emotional wound, violation, or lingering danger after contact.","injury,danger,aftermath,violation","fear,distress,wariness",high,zhougong
hoof_trail,"May suggest guided direction, steady movement, or following powerful influences.","direction,movement,trace,influence","hope,curiosity,focus",low,zhougong
butterfly_wing,"May suggest delicacy, transformation, or beauty too easily damaged.","fragility,transformation,beauty,sensitivity","tenderness,sadness,hope",low,zhougong
monkey_tail,"May suggest playfulness, distraction, or trouble caused by cleverness.","mischief,distraction,cleverness,instability","amusement,annoyance,wariness",low,zhougong
rabbit_burrow,"May suggest refuge, fear-driven retreat, or hidden fertility and comfort.","refuge,fear,home,fertility","comfort,anxiety,tenderness",low,zhougong
wolf_pack,"May suggest social threat, hierarchy, loyalty under pressure, or survival struggle.","threat,hierarchy,loyalty,survival","fear,alertness,determination",high,zhougong
fox_den,"May suggest secret plans, clever hiding, or danger cloaked in charm.","secrecy,cunning,retreat,deception","curiosity,suspicion,unease",moderate,zhougong
bear_cave,"May suggest retreat, latent power, or a need for protected withdrawal.","retreat,power,protection,introspection","calm,awe,hesitation",moderate,zhougong
deer_path,"May suggest gentle opportunity, elusive progress, or peace through attentiveness.","opportunity,gentleness,progress,peace","hope,calm,curiosity",low,zhougong
lion_mane,"May suggest charisma, authority, visible strength, or pride.","authority,strength,charisma,pride","confidence,awe,pressure",moderate,zhougong
elephant_track,"May suggest memory's trace, slow but certain progress, or inherited weight.","memory,progress,endurance,inheritance","respect,calm,gravity",low,zhougong
ox_cart,"May suggest practical progress, laborious movement, or material burden carried steadily.","labor,progress,burden,stability","duty,fatigue,hope",low,zhougong
goat,"May suggest persistence, sure footing, sacrifice, or striving on difficult ground.","persistence,sacrifice,challenge,humility","determination,calm,unease",low,zhougong
rooster,"May suggest vigilance, announcement, masculine display, or dawn-like awakening.","vigilance,announcement,display,awakening","alertness,confidence,anticipation",low,zhougong
hen,"May suggest domestic care, fertility, routine provision, or humble family protection.","care,fertility,domesticity,protection","comfort,tenderness,calm",low,zhougong
goose,"May suggest message-bearing travel, pair bonds, or seasonal movement.","message,travel,bond,seasonal_change","longing,hope,calm",low,zhougong
duck,"May suggest adaptation across emotional surfaces, ordinary luck, or family movement.","adaptation,emotion,family,practicality","calm,curiosity,comfort",low,zhougong
sparrow,"May suggest small joys, chatter, ordinary news, or social lightness.","joy,news,sociality,smallness","lightness,curiosity,hope",low,zhougong
crane,"May suggest longevity, spiritual elegance, distance, or noble aspiration.","longevity,spirituality,elegance,aspiration","peace,awe,hope",low,zhougong
swallow,"May suggest returning home, seasonal hope, or reunion after absence.","return,hope,home,reunion","joy,longing,relief",low,zhougong
hawk,"May suggest sharp perception, ambition, or threat from a dominant figure.","perception,ambition,threat,focus","alertness,confidence,fear",moderate,zhougong
raven,"May suggest deep omen, intelligence, mystery, or attraction to darker knowledge.","omen,intelligence,mystery,warning","unease,curiosity,awe",moderate,zhougong
dove,"May suggest peace, reconciliation, innocence, or gentle emotional healing.","peace,reconciliation,innocence,healing","calm,hope,tenderness",low,zhougong
mantis,"May suggest stillness before action, predatory attention, or spiritual alertness.","stillness,focus,threat,alertness","wariness,focus,curiosity",moderate,zhougong
dragonfly,"May suggest brief transformation, agility, or delicate motion across emotion.","transformation,agility,lightness,emotion","joy,curiosity,calm",low,zhougong
firefly,"May suggest fleeting hope, small guidance, or beauty in darkness.","hope,guidance,fragility,night","wonder,calm,longing",low,zhougong
locusts,"May suggest collective stress, devouring pressure, or fear of depletion.","stress,scarcity,collective_threat,depletion","anxiety,fear,distress",high,zhougong
worm,"May suggest decay, hidden labor, humility, or discomfort with the lowly.","decay,humility,hidden_labor,discomfort","disgust,unease,reflection",moderate,zhougong
centipede,"May suggest many small anxieties, creeping threat, or complex irritation.","anxiety,threat,complexity,irritation","fear,disgust,stress",high,zhougong
beetle,"May suggest resilience, burden-bearing, or persistence through rough conditions.","resilience,burden,persistence,protection","determination,calm,unease",low,zhougong
snail,"May suggest slow progress, self-protection, or vulnerability carried carefully.","slow_progress,protection,vulnerability,patience","calm,frustration,care",low,zhougong
tortoise,"May suggest longevity, stable defense, wisdom, or progress without haste.","longevity,defense,wisdom,stability","calm,confidence,patience",low,zhougong
frog,"May suggest transition, fertility, damp emotion, or sudden leaps in fortune.","transition,fertility,emotion,change","curiosity,hope,unease",low,zhougong
toad,"May suggest hidden wealth, ugliness concealing value, or stagnant emotional places.","hidden_value,wealth,stagnation,appearance","curiosity,disgust,hope",moderate,zhougong
turtle_shell,"May suggest prophecy, protection, ancient wisdom, or cautious retreat.","protection,wisdom,divination,retreat","reverence,calm,curiosity",low,zhougong
crab,"May suggest sideways progress, defensiveness, or irritability around vulnerability.","defense,indirect_progress,irritability,vulnerability","wariness,frustration,unease",moderate,zhougong
shrimp,"May suggest nervous energy, small gains, or modest but quick opportunity.","small_gain,energy,opportunity,modesty","curiosity,alertness,hope",low,zhougong
shellfish,"May suggest hidden nourishment, guarded value, or feelings protected by hardness.","hidden_value,nourishment,protection,emotion","calm,curiosity,care",low,zhougong
coral,"May suggest slow beauty, underwater growth, or fragile complexity beneath calm.","beauty,growth,complexity,subconscious","wonder,calm,care",low,zhougong
pearl,"May suggest hidden worth, refinement born of irritation, or treasured emotional insight.","hidden_value,refinement,insight,beauty","admiration,hope,calm",low,zhougong
jade_ring,"May suggest faithful bond, noble commitment, or valued continuity.","bond,commitment,virtue,continuity","hope,security,admiration",low,zhougong
bronze_mirror,"May suggest honest self-examination, ancestral judgment, or reflective memory.","self_reflection,truth,ancestry,memory","clarity,unease,reflection",moderate,zhougong
hairpin,"May suggest feminine identity, social presentation, or union and attachment.","identity,beauty,union,self_presentation","joy,longing,care",low,zhougong
comb,"May suggest order, grooming, self-image, or untangling difficult thoughts.","order,self_image,care,untangling","calm,focus,vanity",low,zhougong
needle_case,"May suggest preparedness for repair, careful work, or guarded precision.","preparedness,repair,precision,care","focus,calm,caution",low,zhougong
scissors,"May suggest severing ties, decisive change, or practical cutting away.","separation,decision,change,utility","anxiety,relief,determination",moderate,zhougong
thread_spool,"May suggest continuity, stored connection, or work still to be done.","continuity,connection,preparation,labor","calm,focus,hope",low,zhougong
curtain,"May suggest privacy, concealment, delay in seeing truth, or emotional shielding.","privacy,concealment,delay,shielding","curiosity,unease,safety",moderate,zhougong
mat,"May suggest humility, rest, domestic simplicity, or sacred threshold space.","humility,rest,domesticity,simplicity","calm,comfort,grounding",low,zhougong
pillow,"May suggest comfort, dreams, intimacy, or private emotional softness.","comfort,dreams,intimacy,softness","peace,longing,restfulness",low,zhougong
blanket,"May suggest protection, warmth, concealment, or need for reassurance.","protection,warmth,concealment,reassurance","comfort,safety,fatigue",low,zhougong
screen,"May suggest filtered visibility, social decorum, or partial concealment.","concealment,decorum,boundary,perspective","curiosity,calm,hesitation",low,zhougong
matting,"May suggest simple living, woven support, or ordinary domestic order.","simplicity,support,domesticity,order","calm,nostalgia,contentment",low,zhougong
pavilion,"May suggest temporary elegance, meeting place, or exposed beauty.","elegance,meeting,beauty,transience","joy,longing,calm",low,zhougong
pagoda,"May suggest spiritual ascent, layered wisdom, or distant sacred aspiration.","spirituality,aspiration,wisdom,elevation","reverence,hope,awe",low,zhougong
altar,"May suggest offering, obligation, sacred attention, or moral seriousness.","offering,spirituality,obligation,reverence","reverence,hope,guilt",moderate,zhougong
incense,"May suggest prayer, purification, remembrance, or subtle spiritual communication.","prayer,purification,remembrance,spirituality","peace,reverence,longing",low,zhougong
incense_ash,"May suggest spent devotion, memory of prayer, or humility after intensity.","remembrance,humility,aftermath,spirituality","sadness,peace,reflection",low,zhougong
offering_bowl,"May suggest reciprocity with the sacred, giving, or accepting loss for meaning.","offering,reciprocity,loss,spirituality","reverence,hope,acceptance",low,zhougong
temple_steps,"May suggest gradual approach to insight, humility, or effort toward refuge.","effort,spirituality,approach,humility","hope,reverence,determination",low,zhougong
monastery_gate,"May suggest disciplined threshold, peace behind restraint, or chosen withdrawal.","discipline,threshold,peace,withdrawal","calm,hesitation,hope",low,zhougong
prayer_beads,"May suggest repetition, focus, comfort, or counting through uncertainty.","focus,comfort,ritual,uncertainty","calm,hope,grounding",low,zhougong
oracle_bones,"May suggest ancient guidance, fear of fate, or need for signs.","divination,fate,guidance,ancestry","awe,anxiety,curiosity",moderate,zhougong
talisman,"May suggest protection, belief, or dependence on symbolic safety.","protection,belief,safety,spirituality","comfort,hope,anxiety",low,zhougong
amulet,"May suggest personal safeguarding, inherited blessing, or portable reassurance.","protection,inheritance,reassurance,fortune","comfort,hope,confidence",low,zhougong
ritual_drum,"May suggest communal invocation, rising power, or seriousness of intention.","ritual,power,community,intention","awe,anticipation,focus",moderate,zhougong
gong,"May suggest decisive awakening, public signal, or unavoidable attention.","awakening,signal,attention,finality","alertness,awe,unease",moderate,zhougong
temple_bell,"May suggest spiritual calling, mourning, or clarity arriving through sound.","spirituality,calling,mourning,clarity","peace,reverence,sadness",low,zhougong
scripture,"May suggest moral instruction, guidance, or pressure to live rightly.","guidance,morality,wisdom,responsibility","hope,reverence,pressure",low,zhougong
vow,"May suggest commitment, restraint, sacred promise, or future duty.","commitment,restraint,promise,duty","hope,pressure,resolve",moderate,zhougong
pilgrimage_road,"May suggest meaningful hardship, faith-led movement, or long inner work.","faith,journey,hardship,meaning","determination,hope,fatigue",moderate,zhougong
sacrifice_altar,"May suggest exchange, painful offering, or transformation through loss.","sacrifice,transformation,loss,spirituality","guilt,reverence,fear",high,zhougong
blessing_hand,"May suggest protection, approval, healing, or accepted worth.","protection,approval,healing,grace","comfort,hope,relief",low,zhougong
oracle_text,"May suggest cryptic guidance, uncertain fate, or hidden instruction.","guidance,fate,mystery,interpretation","curiosity,anxiety,reverence",moderate,zhougong
ancestor_tablet,"May suggest family duty, memory, ancestral influence, or inherited expectation.","family,ancestry,duty,memory","respect,nostalgia,pressure",moderate,zhougong
ancestral_hall,"May suggest lineage, collective identity, or emotional weight of tradition.","lineage,tradition,identity,family","respect,comfort,pressure",moderate,zhougong
grave_mound,"May suggest remembrance, closure, inherited sorrow, or resting place of the past.","remembrance,closure,past,ancestry","sadness,peace,reflection",moderate,zhougong
tombstone,"May suggest named endings, memory preserved, or concern with legacy.","memory,ending,legacy,identity","sadness,reflection,unease",moderate,zhougong
burial_clothes,"May suggest mortality awareness, ritual seriousness, or surrender to transition.","mortality,ritual,transition,surrender","fear,acceptance,sadness",moderate,zhougong
mourning_clothes,"May suggest grief, filial duty, emotional restraint, or public sorrow.","grief,duty,restraint,ritual","sadness,obligation,reflection",moderate,zhougong
coffin,"May suggest final closure, fear of endings, or symbolic transformation of an old self.","closure,ending,transformation,mortality","fear,reflection,acceptance",high,zhougong
incense_smoke,"May suggest prayers rising, fading memory, or spiritual contact across distance.","prayer,memory,spirituality,transition","peace,longing,reverence",low,zhougong
funeral_banner,"May suggest public mourning, family duty, or acknowledgment of irreversible change.","mourning,family,ritual,change","sadness,respect,acceptance",moderate,zhougong
wedding_chamber,"May suggest union, intimacy, family expectation, or transition into shared life.","union,intimacy,family,transition","joy,anxiety,longing",low,zhougong
bridal_veil,"May suggest anticipation, modest concealment, or threshold before revelation.","anticipation,concealment,union,threshold","hope,anxiety,tenderness",low,zhougong
wedding_cup,"May suggest shared destiny, commitment, or ceremonial union of lives.","commitment,union,ritual,relationship","joy,hope,security",low,zhougong
bridal_sedan,"May suggest formal transition, public recognition of union, or life-course movement.","transition,recognition,marriage,status","joy,anticipation,pressure",low,zhougong
red_thread,"May suggest destined bond, unseen connection, or fateful relationship tie.","destiny,connection,relationship,fate","hope,longing,wonder",low,zhougong
love_token,"May suggest affection, remembrance, promise, or attachment to a bond.","affection,promise,memory,attachment","love,longing,hope",low,zhougong
marriage_contract,"May suggest obligation, formal union, or anxiety about commitment.","commitment,obligation,union,formality","hope,pressure,anxiety",moderate,zhougong
matchmaker,"May suggest social mediation, arranged connection, or influence over intimate fate.","mediation,relationship,society,fate","curiosity,hope,pressure",low,zhougong
cradle,"May suggest protection of beginnings, family nurture, or tender responsibility.","nurture,beginnings,family,protection","tenderness,hope,care",low,zhougong
swaddling_cloth,"May suggest vulnerability, care, or the need to protect fragile growth.","care,vulnerability,beginnings,protection","tenderness,concern,hope",low,zhougong
milk,"May suggest nurture, dependence, maternal care, or simple sustenance.","nurture,dependence,care,sustenance","comfort,tenderness,calm",low,zhougong
midwife,"May suggest transition assistance, birth of new conditions, or guided change.","guidance,birth,transition,support","hope,anxiety,relief",moderate,zhougong
womb,"May suggest origin, hidden creation, protection, or emotional containment.","origin,creation,protection,containment","tenderness,hope,calm",low,zhougong
umbilical_cord,"May suggest attachment, dependence, life connection, or difficulty separating.","attachment,dependence,life_connection,separation","tenderness,anxiety,security",moderate,zhougong
nursery,"May suggest future planning, family hope, or concern for what is still developing.","future,family,care,anticipation","hope,tenderness,anxiety",low,zhougong
schoolroom,"May suggest discipline, social learning, evaluation, or early pressure.","learning,discipline,evaluation,society","focus,anxiety,hope",moderate,zhougong
inkstone,"May suggest scholarly discipline, preparation, or enduring mental effort.","discipline,study,preparation,endurance","focus,pressure,calm",low,zhougong
exam_paper,"May suggest judgment, readiness, fear of failure, or ambition tested.","judgment,ambition,pressure,evaluation","anxiety,focus,hope",high,zhougong
scholar_hat,"May suggest merit, aspiration, learned identity, or social advancement.","merit,aspiration,identity,status","hope,pressure,confidence",moderate,zhougong
lectern,"May suggest public knowledge, guidance, or pressure to speak wisely.","guidance,knowledge,public_role,authority","focus,pressure,confidence",moderate,zhougong
classmates,"May suggest comparison, companionship, competition, or shared growth.","comparison,companionship,competition,growth","curiosity,anxiety,belonging",low,zhougong
master_teacher,"May suggest discipline, moral correction, or guidance from authority.","discipline,guidance,authority,morality","respect,pressure,hope",moderate,zhougong
sealed_exam_results,"May suggest suspense, delayed judgment, or fear of revealed worth.","suspense,judgment,delay,recognition","anxiety,anticipation,fear",high,zhougong
library_shelf,"May suggest stored wisdom, memory, or the weight of accumulated learning.","wisdom,memory,learning,structure","curiosity,calm,pressure",low,zhougong
brushstroke,"May suggest intention made visible, imperfect expression, or unique personal mark.","expression,intention,identity,art","focus,hope,vulnerability",low,zhougong
poem,"May suggest refined feeling, coded message, or emotional truth in indirect form.","emotion,message,refinement,truth","longing,calm,curiosity",low,zhougong
storyteller,"May suggest interpretation, memory shaping, or need to make meaning from events.","meaning,memory,communication,identity","curiosity,comfort,reflection",low,zhougong
theater_stage,"May suggest social performance, exposure, drama, or public identity.","performance,exposure,identity,drama","anticipation,anxiety,excitement",moderate,zhougong
mask,"May suggest concealment, role-playing, emotional defense, or uncertain identity.","concealment,identity,defense,deception","curiosity,anxiety,unease",moderate,zhougong
costume,"May suggest temporary role, transformation, or uncertainty about authentic self.","role,transformation,identity,appearance","curiosity,freedom,anxiety",low,zhougong
audience,"May suggest scrutiny, recognition, belonging, or fear of judgment.","scrutiny,recognition,society,judgment","anxiety,pride,pressure",moderate,zhougong
drama_script,"May suggest predetermined roles, unfolding conflict, or awareness of social narrative.","role,conflict,narrative,fate","curiosity,pressure,reflection",moderate,zhougong
puppet,"May suggest lack of autonomy, influence by others, or social performance without freedom.","control,dependency,performance,powerlessness","helplessness,unease,frustration",high,zhougong
strings,"May suggest subtle control, hidden influence, attachment, or manipulation.","control,influence,attachment,manipulation","anxiety,wariness,helplessness",moderate,zhougong
drumbeat,"May suggest urgency, collective movement, or building emotional momentum.","urgency,community,momentum,signal","anticipation,stress,energy",moderate,zhougong
festival_mask,"May suggest joyful concealment, social freedom, or unstable identity in celebration.","celebration,concealment,identity,freedom","joy,curiosity,unease",low,zhougong
parade,"May suggest public display, social belonging, or pressure to move with the crowd.","display,community,movement,conformity","excitement,pressure,belonging",moderate,zhougong
torch_procession,"May suggest collective purpose, ritual seriousness, or charged social movement.","ritual,community,purpose,charge","awe,anticipation,unease",moderate,zhougong
street_corner,"May suggest choice, public encounter, or turning point in ordinary life.","choice,encounter,transition,public_life","curiosity,anticipation,uncertainty",low,zhougong
alley,"May suggest secrecy, danger, private routes, or marginal emotional territory.","secrecy,danger,detour,hidden_path","fear,curiosity,unease",moderate,zhougong
city_gate,"May suggest entry into opportunity, public judgment, or crossing into broader life.","opportunity,threshold,society,transition","hope,pressure,anticipation",moderate,zhougong
watchtower,"May suggest vigilance, distant observation, or isolation through responsibility.","vigilance,observation,isolation,responsibility","alertness,loneliness,control",moderate,zhougong
palace_hall,"May suggest power, ceremony, ambition, or pressure under authority.","power,ceremony,ambition,authority","awe,pressure,hope",moderate,zhougong
throne,"May suggest ultimate authority, burden of rule, or desire for recognition.","authority,status,burden,recognition","awe,confidence,pressure",moderate,zhougong
scepter,"May suggest sanctioned power, command, or visible legitimacy.","power,legitimacy,authority,control","confidence,awe,pressure",moderate,zhougong
crown_prince,"May suggest succession anxiety, rising status, or pressure of expectation.","succession,status,expectation,ambition","hope,pressure,anxiety",moderate,zhougong
court_official,"May suggest bureaucracy, recognition, ambition, or fear of judgment by institutions.","bureaucracy,recognition,ambition,judgment","pressure,hope,anxiety",moderate,zhougong
memorial_tablet,"May suggest official record, lasting judgment, or concern with reputation after action.","memory,judgment,reputation,legacy","reflection,pressure,unease",moderate,zhougong
petition,"May suggest appeal, dependence on higher power, or hope through formal request.","appeal,hope,authority,dependency","anxiety,hope,humility",moderate,zhougong
decree,"May suggest unavoidable change, command from above, or clarity through imposed order.","authority,change,command,order","pressure,clarity,anxiety",moderate,zhougong
seal_document,"May suggest final confirmation, legal binding, or irreversible agreement.","finality,agreement,authority,commitment","pressure,relief,anxiety",moderate,zhougong
messenger,"May suggest urgent news, external influence, or change arriving quickly.","news,change,communication,arrival","anticipation,anxiety,curiosity",moderate,zhougong
post_horse,"May suggest fast message, urgent movement, or time-sensitive change.","urgency,message,movement,change","anxiety,anticipation,alertness",moderate,zhougong
carriage,"May suggest status-bound movement, guided transition, or dependence on social structure.","status,transition,movement,dependence","hope,pressure,curiosity",moderate,zhougong
wheel,"May suggest cycles, momentum, fate, or recurring conditions in life.","cycle,momentum,fate,change","reflection,hope,unease",low,zhougong
axle,"May suggest central support, hidden strain, or what keeps movement coherent.","support,strain,structure,movement","concern,focus,stability",moderate,zhougong
roadside_inn,"May suggest temporary refuge, travel fatigue, or encounters during transition.","refuge,travel,encounter,rest","relief,curiosity,fatigue",low,zhougong
mile_marker,"May suggest measurable progress, patience, or awareness of remaining distance.","progress,measurement,journey,patience","hope,fatigue,determination",low,zhougong
crossroads,"May suggest major choice, conflicting paths, or uncertainty about direction.","choice,uncertainty,direction,transition","anxiety,hope,hesitation",moderate,zhougong
detour,"May suggest delay, adaptation, or wisdom gained through an indirect route.","delay,adaptation,journey,learning","frustration,hope,patience",low,zhougong
footprints,"May suggest guidance, memory of presence, or evidence of prior passage.","guidance,memory,presence,journey","curiosity,comfort,unease",low,zhougong
sandals_left_behind,"May suggest abandonment, humility, or transition out of an old phase.","abandonment,transition,humility,loss","sadness,relief,reflection",low,zhougong
walking_stick,"May suggest support, aging, endurance, or guided progress through difficulty.","support,endurance,aging,guidance","respect,hope,fatigue",low,zhougong
bundle,"May suggest personal burden, possessions, or compacted responsibility carried alone.","burden,possessions,responsibility,journey","duty,fatigue,anxiety",moderate,zhougong
traveler_cloak,"May suggest self-protection in uncertainty, distance from home, or readiness for change.","protection,travel,uncertainty,readiness","caution,hope,loneliness",low,zhougong
mountain_temple,"May suggest hard-won refuge, spiritual aspiration, or peace attained through effort.","refuge,spirituality,effort,aspiration","peace,hope,reverence",low,zhougong
storm_cloud,"May suggest approaching trouble, emotional pressure, or warning before upheaval.","warning,pressure,upheaval,emotion","anxiety,alertness,fear",moderate,zhougong
lightning_strike,"May suggest sudden revelation, shock, or destruction that changes a path instantly.","revelation,shock,destruction,change","awe,fear,clarity",high,zhougong
thunder_roll,"May suggest distant warning, authority approaching, or prolonged unease.","warning,authority,unease,approach","fear,alertness,anxiety",moderate,zhougong
rain_puddle,"May suggest leftover emotion, minor obstacle, or reflection after disturbance.","emotion,aftermath,reflection,obstacle","calm,unease,curiosity",low,zhougong
floodplain,"May suggest vulnerability to overflow, fertile risk, or repeated emotional surges.","vulnerability,emotion,overflow,fertility","anxiety,hope,wariness",moderate,zhougong
snowdrift,"May suggest accumulated coldness, delayed movement, or silent emotional burden.","coldness,delay,burden,stillness","sadness,fatigue,numbness",moderate,zhougong
icicle,"May suggest suspended threat, emotional cold sharpness, or brittle beauty.","coldness,threat,fragility,beauty","unease,awe,detachment",moderate,zhougong
frozen_lake,"May suggest hidden depth beneath stillness, emotional pause, or risky calm.","stillness,hidden_depth,emotion,risk","calm,unease,hesitation",moderate,zhougong
avalanche,"May suggest sudden collapse, overwhelming force, or accumulated pressure released.","collapse,overwhelm,pressure,disaster","panic,fear,helplessness",high,zhougong
earth_crack,"May suggest instability, broken foundation, or rupture in assumed security.","instability,foundation,rupture,security","fear,insecurity,anxiety",high,zhougong
lava,"May suggest molten anger, irreversible change, or dangerous power moving slowly.","anger,destruction,power,change","fear,awe,tension",high,zhougong
smoldering_ground,"May suggest hidden danger, unresolved conflict, or heat not fully extinguished.","hidden_danger,conflict,residue,tension","unease,alertness,anxiety",moderate,zhougong
rainbow_bridge,"May suggest hopeful transition, reconciliation, or passage after hardship.","hope,transition,reconciliation,promise","relief,joy,wonder",low,zhougong
clear_horizon,"May suggest future possibility, mental clarity, or relief from confusion.","possibility,clarity,future,relief","hope,calm,confidence",low,zhougong
echo,"May suggest repetition, memory returning, or consequences of one's own voice.","memory,repetition,consequence,reflection","curiosity,unease,reflection",low,zhougong
dripping_water,"May suggest persistent feeling, slow erosion, or stress from small repetition.","persistence,emotion,erosion,stress","irritation,anxiety,fatigue",moderate,zhougong
water_clock,"May suggest time measured by slow loss, patience, or awareness of gradual change.","time,patience,measurement,change","reflection,calm,unease",low,zhougong
sundial,"May suggest visible timing, fate under heaven, or clarity about seasonal cycles.","time,fate,clarity,cycle","calm,focus,acceptance",low,zhougong
hourglass,"May suggest urgency, finite opportunity, or the draining of strength and chances.","time,urgency,loss,opportunity","anxiety,focus,pressure",moderate,zhougong
calendar_scroll,"May suggest planned timing, auspicious dates, or concern about proper order.","time,planning,ritual,order","focus,hope,pressure",low,zhougong
clock_bell,"May suggest deadlines, reminders, or unavoidable attention to the passing hour.","time,warning,attention,urgency","alertness,anxiety,pressure",moderate,zhougong
